Confirmation Number, Order Number, Trade Date, Buy / Sell, Stock Code, Units, Average Price, Brokerage, Net Proceeds, Settlement Date, Contract Status
25626875,Unk-25626875,18/06/2007,S,GDNO,80000,.128125,31.770000,10218.230000,21/06/2007,Confirmed
25615108,Unk-25615108,15/06/2007,S,APG,71000,.125000,29.950000,8845.050000,20/06/2007,Confirmed
25604929,Unk-25604929,15/06/2007,S,RMI,109138,.062000,.000000,6766.560000,20/06/2007,Confirmed
25599228,Unk-25599228,14/06/2007,S,RMI,50862,.062000,29.950000,3123.490000,19/06/2007,Confirmed
25597567,Unk-25597567,14/06/2007,S,BLR,78000,.225000,54.410000,17495.590000,19/06/2007,Confirmed
25592315,Unk-25592315,14/06/2007,S,GTE,27000,.355000,29.950000,9555.050000,19/06/2007,Confirmed
25588561,Unk-25588561,14/06/2007,S,WMT,31000,.275000,29.950000,8495.050000,19/06/2007,Confirmed
25577619,Unk-25577619,14/06/2007,S,DYL,34600,.575000,61.670000,19833.330000,19/06/2007,Confirmed
25543853,Unk-25543853,12/06/2007,S,AGS,5350,1.889673,31.340000,10078.410000,15/06/2007,Confirmed
25536583,Unk-25536583,12/06/2007,B,GDNO,110000,.091636,31.250000,10111.250000,15/06/2007,Confirmed
25536580,Unk-25536580,12/06/2007,B,GTE,27000,.368141,29.950000,9969.760000,15/06/2007,Confirmed
25535864,Unk-25535864,12/06/2007,S,RMI,168000,.059446,29.950000,9957.050000,15/06/2007,Confirmed
25535323,Unk-25535323,12/06/2007,B,AGS,5350,1.868490,29.950000,10026.370000,15/06/2007,Confirmed
25505092,Unk-25505092,08/06/2007,S,GSE,86500,.120000,32.180000,10347.820000,14/06/2007,Confirmed
25502290,Unk-25502290,08/06/2007,B,DYL,18000,.555000,29.950000,10019.950000,14/06/2007,Confirmed
25481797,Unk-25481797,07/06/2007,S,WMT,33000,.300000,29.950000,9870.050000,13/06/2007,Confirmed
25481311,Unk-25481311,07/06/2007,B,WMT,33000,.300000,29.950000,9929.950000,13/06/2007,Confirmed
25476402,Unk-25476402,07/06/2007,B,RMI,178000,.056000,29.950000,9997.950000,13/06/2007,Confirmed
25467141,Unk-25467141,07/06/2007,B,APG,71000,.140000,29.950000,9969.950000,13/06/2007,Confirmed
25459953,Unk-25459953,06/06/2007,S,RMG,212895,.031000,1.100000,6598.650000,12/06/2007,Confirmed
25445821,Unk-25445821,06/06/2007,B,WMT,31000,.320000,29.950000,9949.950000,12/06/2007,Confirmed
25439856,Unk-25439856,05/06/2007,S,RMG,122105,.028000,29.950000,3388.990000,08/06/2007,Confirmed
25437726,Unk-25437726,05/06/2007,S,APG,74000,.130000,29.950000,9590.050000,08/06/2007,Confirmed
25434842,Unk-25434842,05/06/2007,S,WMT,33000,.300000,29.950000,9870.050000,08/06/2007,Confirmed
25423741,Unk-25423741,05/06/2007,B,GSE,86500,.115000,29.950000,9977.450000,08/06/2007,Confirmed
25421722,Unk-25421722,05/06/2007,B,WMT,33000,.300000,29.950000,9929.950000,08/06/2007,Confirmed
25419564,Unk-25419564,05/06/2007,B,DYL,16600,.600000,29.950000,9989.950000,08/06/2007,Confirmed
25418748,Unk-25418748,05/06/2007,S,WMT,33000,.310000,31.710000,10198.290000,08/06/2007,Confirmed
25418147,Unk-25418147,05/06/2007,S,DYL,16500,.590000,29.950000,9705.050000,08/06/2007,Confirmed
25409214,Unk-25409214,04/06/2007,B,DYL,16500,.605000,29.950000,10012.450000,07/06/2007,Confirmed
25405870,Unk-25405870,04/06/2007,S,GSE,83000,.120000,29.950000,9930.050000,07/06/2007,Confirmed
25400302,Unk-25400302,04/06/2007,S,JMS,50000,.190000,29.950000,9470.050000,07/06/2007,Confirmed
25396704,Unk-25396704,04/06/2007,B,GSE,83000,.120000,29.950000,9989.950000,07/06/2007,Confirmed
25395498,Unk-25395498,04/06/2007,S,RMI,170000,.060000,31.610000,10168.390000,07/06/2007,Confirmed
25394442,Unk-25394442,04/06/2007,S,RMI,175000,.057000,29.950000,9945.050000,07/06/2007,Confirmed
25387875,Unk-25387875,04/06/2007,B,JMS,50000,.195000,29.950000,9779.950000,07/06/2007,Confirmed
25368474,Unk-25368474,01/06/2007,B,APG,74000,.135000,29.950000,10019.950000,06/06/2007,Confirmed
25367465,Unk-25367465,01/06/2007,B,WMT,33000,.300000,29.950000,9929.950000,06/06/2007,Confirmed
25366398,Unk-25366398,01/06/2007,S,INL,57000,.175000,29.950000,9945.050000,06/06/2007,Confirmed
25349220,Unk-25349220,31/05/2007,S,DYL,19000,.535000,31.500000,10133.500000,05/06/2007,Confirmed
25343668,Unk-25343668,31/05/2007,S,WMT,36000,.285000,31.800000,10228.200000,05/06/2007,Confirmed
25337371,Unk-25337371,30/05/2007,B,WMT,36000,.280000,31.250000,10111.250000,04/06/2007,Confirmed
25335956,Unk-25335956,30/05/2007,B,DYL,19000,.525000,29.950000,10004.950000,04/06/2007,Confirmed
25333693,Unk-25333693,30/05/2007,B,RMI,104554,.055000,.000000,5750.470000,04/06/2007,Confirmed
25333271,Unk-25333271,30/05/2007,S,WMT,35000,.275000,29.950000,9595.050000,04/06/2007,Confirmed
25325987,Unk-25325987,30/05/2007,B,RMG,370000,.027000,29.950000,10019.950000,04/06/2007,Confirmed
25325473,Unk-25325473,30/05/2007,B,WMT,35000,.285000,29.950000,10004.950000,04/06/2007,Confirmed
25323733,Unk-25323733,30/05/2007,S,JMS,54000,.185000,29.950000,9960.050000,04/06/2007,Confirmed
25313135,Unk-25313135,29/05/2007,B,RMI,75446,.055000,29.950000,4179.480000,01/06/2007,Confirmed
25308881,Unk-25308881,29/05/2007,B,BLR,40000,.245000,29.950000,9829.950000,01/06/2007,Confirmed
25304936,Unk-25304936,29/05/2007,B,BLR,38000,.260000,29.950000,9909.950000,01/06/2007,Confirmed
25301526,Unk-25301526,29/05/2007,B,JMS,54000,.185000,29.950000,10019.950000,01/06/2007,Confirmed
25297701,Unk-25297701,29/05/2007,S,BLR,38000,.265000,31.220000,10038.780000,01/06/2007,Confirmed
25296379,Unk-25296379,29/05/2007,S,WMT,32000,.295000,29.950000,9410.050000,01/06/2007,Confirmed
25296012,Unk-25296012,29/05/2007,B,BLR,38000,.260000,29.950000,9909.950000,01/06/2007,Confirmed
25294944,Unk-25294944,29/05/2007,B,INL,57000,.175000,29.950000,10004.950000,01/06/2007,Confirmed
25293208,Unk-25293208,29/05/2007,S,BLR,35000,.275000,29.950000,9595.050000,01/06/2007,Confirmed
25292186,Unk-25292186,29/05/2007,S,APG,74000,.135000,29.950000,9960.050000,01/06/2007,Confirmed
25292136,Unk-25292136,29/05/2007,S,AEX,200000,.049000,29.950000,9770.050000,01/06/2007,Confirmed
25288971,Unk-25288971,28/05/2007,B,BLR,35000,.280000,29.950000,9829.950000,31/05/2007,Confirmed
25285776,Unk-25285776,28/05/2007,B,WMT,32000,.310000,29.950000,9949.950000,31/05/2007,Confirmed
25285767,Unk-25285767,28/05/2007,B,RMI,170000,.058000,29.950000,9889.950000,31/05/2007,Confirmed
25285069,Unk-25285069,28/05/2007,S,BLR,35000,.285000,29.950000,9945.050000,31/05/2007,Confirmed
25279933,Unk-25279933,28/05/2007,B,APG,74000,.135000,29.950000,10019.950000,31/05/2007,Confirmed
25278941,Unk-25278941,28/05/2007,B,AEX,200000,.049000,29.950000,9829.950000,31/05/2007,Confirmed
25276912,Unk-25276912,28/05/2007,S,WMT,32000,.315000,31.250000,10048.750000,31/05/2007,Confirmed
25276802,Unk-25276802,28/05/2007,S,AEX,215000,.049000,32.660000,10502.340000,31/05/2007,Confirmed
25276521,Unk-25276521,28/05/2007,B,WGP,55000,.180000,29.950000,9929.950000,31/05/2007,Confirmed
25275609,Unk-25275609,28/05/2007,S,APG,71000,.135000,29.950000,9555.050000,31/05/2007,Confirmed
25250626,Unk-25250626,25/05/2007,B,AEX,215000,.046000,29.950000,9919.950000,30/05/2007,Confirmed
25249336,Unk-25249336,25/05/2007,B,APG,71000,.140000,29.950000,9969.950000,30/05/2007,Confirmed
25247841,Unk-25247841,25/05/2007,B,WMT,32000,.310000,29.950000,9949.950000,30/05/2007,Confirmed
25242652,Unk-25242652,25/05/2007,B,BLR,35000,.280000,29.950000,9829.950000,30/05/2007,Confirmed
25229473,Unk-25229473,24/05/2007,S,INL,54000,.180000,29.950000,9690.050000,29/05/2007,Confirmed
25228985,Unk-25228985,24/05/2007,S,JMS,50000,.205000,31.770000,10218.230000,29/05/2007,Confirmed
25226699,Unk-25226699,24/05/2007,B,JMS,49281,.195000,.000000,9609.800000,29/05/2007,Confirmed
25223728,Unk-25223728,24/05/2007,B,INL,54000,.185000,29.950000,10019.950000,29/05/2007,Confirmed
25222720,Unk-25222720,24/05/2007,S,RMG,315000,.032000,31.250000,10048.750000,29/05/2007,Confirmed
25222568,Unk-25222568,24/05/2007,S,WMT,31000,.300000,29.950000,9270.050000,29/05/2007,Confirmed
25215781,Unk-25215781,24/05/2007,S,WGP,50000,.185000,29.950000,9220.050000,29/05/2007,Confirmed
25215066,Unk-25215066,24/05/2007,B,WGP,50000,.195000,29.950000,9779.950000,29/05/2007,Confirmed
25212046,Unk-25212046,24/05/2007,S,AEX,210000,.049000,31.900000,10258.100000,29/05/2007,Confirmed
25210494,Unk-25210494,23/05/2007,B,JMS,719,.195000,29.950000,170.160000,28/05/2007,Confirmed
25209048,Unk-25209048,23/05/2007,S,WGP,58000,.185000,33.260000,10696.740000,28/05/2007,Confirmed
25197990,Unk-25197990,23/05/2007,S,DYL,18000,.545000,29.950000,9780.050000,28/05/2007,Confirmed
25194686,Unk-25194686,23/05/2007,B,WMT,31000,.320000,29.950000,9949.950000,28/05/2007,Confirmed
25193356,Unk-25193356,23/05/2007,B,AEX,210000,.047000,29.950000,9899.950000,28/05/2007,Confirmed
25189182,Unk-25189182,23/05/2007,B,DYL,18000,.555000,29.950000,10019.950000,28/05/2007,Confirmed
25189087,Unk-25189087,23/05/2007,S,RMG,355000,.028000,29.950000,9910.050000,28/05/2007,Confirmed
25186575,Unk-25186575,23/05/2007,S,AEX,200000,.049000,29.950000,9770.050000,28/05/2007,Confirmed
25173403,Unk-25173403,22/05/2007,B,RMG,340000,.029000,29.950000,9889.950000,25/05/2007,Confirmed
25170340,Unk-25170340,22/05/2007,S,INL,49800,.195000,29.950000,9681.050000,25/05/2007,Confirmed
25167807,Unk-25167807,22/05/2007,B,INL,49800,.200000,29.950000,9989.950000,25/05/2007,Confirmed
25164876,Unk-25164876,22/05/2007,B,AEX,200000,.049000,29.950000,9829.950000,25/05/2007,Confirmed
25163647,Unk-25163647,22/05/2007,B,RMG,370000,.027000,29.950000,10019.950000,25/05/2007,Confirmed
25158872,Unk-25158872,21/05/2007,S,RMG,375000,.026357,29.950000,9854.050000,24/05/2007,Confirmed
25157247,Unk-25157247,21/05/2007,S,YML,21000,.538917,35.080000,11282.170000,24/05/2007,Confirmed
25150223,Unk-25150223,21/05/2007,B,WGP,58000,.170000,29.950000,9889.950000,24/05/2007,Confirmed
25149022,Unk-25149022,21/05/2007,S,AEX,192000,.050000,29.950000,9570.050000,24/05/2007,Confirmed
25148601,Unk-25148601,21/05/2007,B,AEX,192000,.052000,29.950000,10013.950000,24/05/2007,Confirmed
25130349,Unk-25130349,18/05/2007,S,AGS,4500,2.220000,29.950000,9960.050000,23/05/2007,Confirmed
25128143,Unk-25128143,18/05/2007,B,RMG,380000,.026000,29.950000,9909.950000,23/05/2007,Confirmed
25126205,Unk-25126205,18/05/2007,B,YML,21000,.467619,29.950000,9849.950000,23/05/2007,Confirmed
25123047,Unk-25123047,18/05/2007,B,APG,60000,.165000,29.950000,9929.950000,23/05/2007,Confirmed
25106662,Unk-25106662,17/05/2007,S,WGP,55000,.180000,29.950000,9870.050000,22/05/2007,Confirmed
25102441,Unk-25102441,17/05/2007,B,AGS,4500,2.220000,29.950000,10019.950000,22/05/2007,Confirmed
25097676,Unk-25097676,17/05/2007,S,AEX,210000,.046000,29.950000,9630.050000,22/05/2007,Confirmed
25093957,Unk-25093957,17/05/2007,B,AEX,210000,.047000,29.950000,9899.950000,22/05/2007,Confirmed
25085053,Unk-25085053,16/05/2007,S,AEX,210000,.046000,29.950000,9630.050000,21/05/2007,Confirmed
25076836,Unk-25076836,16/05/2007,B,AEX,210000,.046000,29.950000,9689.950000,21/05/2007,Confirmed
25060930,Unk-25060930,15/05/2007,B,RMI,160000,.062000,29.950000,9949.950000,18/05/2007,Confirmed
25045352,Unk-25045352,15/05/2007,S,SSC,430000,.024000,31.990000,10288.010000,18/05/2007,Confirmed
25045124,Unk-25045124,15/05/2007,S,RRS,14000,.690000,29.950000,9630.050000,18/05/2007,Confirmed
25041757,Unk-25041757,15/05/2007,B,RRS,14000,.700000,29.950000,9829.950000,18/05/2007,Confirmed
25029246,Unk-25029246,14/05/2007,S,CBH,17000,.595000,31.350000,10083.650000,17/05/2007,Confirmed
25022684,Unk-25022684,14/05/2007,S,RRS,20000,.545000,33.790000,10866.210000,17/05/2007,Confirmed
25021941,Unk-25021941,14/05/2007,B,WMT,27000,.370000,29.950000,10019.950000,17/05/2007,Confirmed
25020818,Unk-25020818,14/05/2007,S,MLS,86000,.115000,29.950000,9860.050000,17/05/2007,Confirmed
25019711,Unk-25019711,14/05/2007,S,AGS,4400,2.270000,29.950000,9958.050000,17/05/2007,Confirmed
25017678,Unk-25017678,14/05/2007,S,APG,51000,.195000,29.950000,9915.050000,17/05/2007,Confirmed
25015626,Unk-25015626,14/05/2007,B,MLS,86000,.115000,29.950000,9919.950000,17/05/2007,Confirmed
25007295,Unk-25007295,11/05/2007,B,RRS,20000,.495000,29.950000,9929.950000,16/05/2007,Confirmed
25007032,Unk-25007032,11/05/2007,S,INL,55000,.180000,29.950000,9870.050000,16/05/2007,Confirmed
25002016,Unk-25002016,11/05/2007,S,DYL,17000,.595000,31.350000,10083.650000,16/05/2007,Confirmed
24999162,Unk-24999162,11/05/2007,B,INL,55000,.180000,29.950000,9929.950000,16/05/2007,Confirmed
24998693,Unk-24998693,11/05/2007,S,MLS,108000,.095000,31.800000,10228.200000,16/05/2007,Confirmed
24993130,Unk-24993130,11/05/2007,B,AGS,4500,2.220000,29.950000,10019.950000,16/05/2007,Confirmed
24993075,Unk-24993075,11/05/2007,B,CBH,17000,.585000,29.950000,9974.950000,16/05/2007,Confirmed
24991769,Unk-24991769,11/05/2007,B,DYL,17000,.585000,29.950000,9974.950000,16/05/2007,Confirmed
24991001,Unk-24991001,11/05/2007,B,MLS,108000,.092000,29.950000,9965.950000,16/05/2007,Confirmed
24983349,Unk-24983349,10/05/2007,S,MOX,11000,.923182,31.480000,10123.520000,15/05/2007,Confirmed
24978041,Unk-24978041,10/05/2007,S,RMI,180000,.054000,29.950000,9690.050000,15/05/2007,Confirmed
24977536,Unk-24977536,10/05/2007,S,MLS,109000,.089000,29.950000,9671.050000,15/05/2007,Confirmed
24976211,Unk-24976211,10/05/2007,B,RMI,180000,.055000,29.950000,9929.950000,15/05/2007,Confirmed
24975431,Unk-24975431,10/05/2007,B,MLS,109000,.091000,29.950000,9948.950000,15/05/2007,Confirmed
24945438,Unk-24945438,09/05/2007,S,INL,50000,.190000,29.950000,9470.050000,14/05/2007,Confirmed
24943533,Unk-24943533,09/05/2007,B,GDNO,27000,.367727,29.950000,9958.590000,14/05/2007,Confirmed
24941877,Unk-24941877,09/05/2007,B,MOX,11000,.905000,29.950000,9984.950000,14/05/2007,Confirmed
24929450,Unk-24929450,08/05/2007,B,SSC,430000,.023000,29.950000,9919.950000,11/05/2007,Confirmed
24924442,Unk-24924442,08/05/2007,S,RMI,200000,.050000,31.000000,9969.000000,11/05/2007,Confirmed
24915660,Unk-24915660,08/05/2007,B,WMT,25000,.360000,29.950000,9029.950000,11/05/2007,Confirmed
24911526,Unk-24911526,08/05/2007,S,AGS,4000,2.280000,29.950000,9090.050000,11/05/2007,Confirmed
24850199,Unk-24850199,04/05/2007,S,AGM,9000,1.075000,29.950000,9645.050000,09/05/2007,Confirmed
24826896,Unk-24826896,03/05/2007,B,AGM,9000,1.090000,29.950000,9839.950000,08/05/2007,Confirmed
24811439,Unk-24811439,02/05/2007,S,AGM,10000,1.005000,31.150000,10018.850000,07/05/2007,Confirmed
24810645,Unk-24810645,02/05/2007,B,RMI,98804,.041000,.000000,4050.960000,07/05/2007,Confirmed
24809630,Unk-24809630,02/05/2007,S,WMT,28500,.355000,31.360000,10086.140000,07/05/2007,Confirmed
24807090,Unk-24807090,02/05/2007,B,WMT,28500,.350000,29.950000,10004.950000,07/05/2007,Confirmed
24804661,Unk-24804661,02/05/2007,B,AGM,10000,.995000,29.950000,9979.950000,07/05/2007,Confirmed
24804011,Unk-24804011,02/05/2007,S,JMS,49500,.200000,29.950000,9870.050000,07/05/2007,Confirmed
24789036,Unk-24789036,01/05/2007,B,WMT,27000,.365000,29.950000,9884.950000,04/05/2007,Confirmed
24781771,Unk-24781771,01/05/2007,B,INL,50000,.195000,29.950000,9779.950000,04/05/2007,Confirmed
24778335,Unk-24778335,30/04/2007,B,RMI,73540,.041000,.000000,3015.140000,03/05/2007,Confirmed
24766465,Unk-24766465,30/04/2007,S,DYL,14500,.685000,29.950000,9902.550000,03/05/2007,Confirmed
24765340,Unk-24765340,30/04/2007,B,DYL,14500,.685000,29.950000,9962.450000,03/05/2007,Confirmed
24764123,Unk-24764123,30/04/2007,S,DYL,14000,.675000,29.950000,9420.050000,03/05/2007,Confirmed
24763655,Unk-24763655,30/04/2007,B,GGY,43000,.230000,29.950000,9919.950000,03/05/2007,Confirmed
24762737,Unk-24762737,30/04/2007,S,WMT,24500,.390000,29.950000,9525.050000,03/05/2007,Confirmed
24758589,Unk-24758589,30/04/2007,B,WMT,24500,.400000,29.950000,9829.950000,03/05/2007,Confirmed
24758311,Unk-24758311,30/04/2007,B,DYL,14000,.710000,29.950000,9969.950000,03/05/2007,Confirmed
24745848,Unk-24745848,27/04/2007,S,WMT,24000,.400000,29.950000,9570.050000,02/05/2007,Confirmed
24744583,Unk-24744583,27/04/2007,B,AGS,4000,2.460000,29.950000,9869.950000,02/05/2007,Confirmed
24736592,Unk-24736592,27/04/2007,B,WMT,24000,.410000,29.950000,9869.950000,02/05/2007,Confirmed
24729997,Unk-24729997,26/04/2007,B,RMI,67656,.041000,29.950000,2803.850000,01/05/2007,Confirmed
24722473,Unk-24722473,26/04/2007,B,JMS,49500,.200000,29.950000,9929.950000,01/05/2007,Confirmed
24686960,Unk-24686960,24/04/2007,B,GGY,52570,.190000,29.950000,10018.250000,30/04/2007,Confirmed
24662766,Unk-24662766,23/04/2007,B,GDNO,15000,.630000,29.950000,9479.950000,27/04/2007,Confirmed
24658449,Unk-24658449,23/04/2007,S,GGY,48770,.195000,29.950000,9480.200000,27/04/2007,Confirmed
24649179,Unk-24649179,20/04/2007,S,RMG,570000,.032000,56.540000,18183.460000,26/04/2007,Confirmed
24640171,Unk-24640171,20/04/2007,B,WGP,53500,.145000,.000000,7757.500000,26/04/2007,Confirmed
24636279,Unk-24636279,19/04/2007,B,WGP,15000,.145000,29.950000,2204.950000,24/04/2007,Confirmed
24633689,Unk-24633689,19/04/2007,S,JMS,46500,.200000,29.950000,9270.050000,24/04/2007,Confirmed
24632207,Unk-24632207,19/04/2007,B,RMG,370000,.027000,29.950000,10019.950000,24/04/2007,Confirmed
24627717,Unk-24627717,19/04/2007,B,JMS,46500,.215000,29.950000,10027.450000,24/04/2007,Confirmed
24625790,Unk-24625790,19/04/2007,B,GDNO,12500,.795000,29.950000,9967.450000,24/04/2007,Confirmed
24615563,Unk-24615563,19/04/2007,S,RMG,430000,.027000,35.990000,11574.010000,24/04/2007,Confirmed
24611042,Unk-24611042,18/04/2007,B,APG,57000,.175000,29.950000,10004.950000,23/04/2007,Confirmed
24599431,Unk-24599431,18/04/2007,B,GDNO,13000,.765000,29.950000,9974.950000,23/04/2007,Confirmed
24598320,Unk-24598320,18/04/2007,B,RMG,430000,.023000,29.950000,9919.950000,23/04/2007,Confirmed
24598023,Unk-24598023,18/04/2007,B,GGY,57000,.175000,29.950000,10004.950000,23/04/2007,Confirmed
24579915,Unk-24579915,17/04/2007,S,GDNO,23544,.796911,58.160000,18704.320000,20/04/2007,Confirmed
24530898,Unk-24530898,13/04/2007,S,GDNO,13000,.895000,36.070000,11598.930000,18/04/2007,Confirmed
24529844,Unk-24529844,13/04/2007,S,GSEO,110000,.089273,29.950000,9790.050000,18/04/2007,Confirmed
24529822,Unk-24529822,13/04/2007,S,GGY,95000,.190000,55.950000,17994.050000,18/04/2007,Confirmed
24507341,Unk-24507341,12/04/2007,S,RMG,410000,.024000,29.950000,9810.050000,17/04/2007,Confirmed
24505790,Unk-24505790,12/04/2007,S,RMG,337836,.024000,29.950000,8078.110000,17/04/2007,Confirmed
24503438,Unk-24503438,12/04/2007,B,RMG,337836,.024000,29.950000,8138.010000,17/04/2007,Confirmed
24502805,Unk-24502805,12/04/2007,B,RMG,411000,.024000,29.950000,9893.950000,17/04/2007,Confirmed
24496226,Unk-24496226,12/04/2007,S,WMT,28500,.345000,29.950000,9802.550000,17/04/2007,Confirmed
24494956,Unk-24494956,12/04/2007,B,WMT,28500,.345000,29.950000,9862.450000,17/04/2007,Confirmed
24488209,Unk-24488209,11/04/2007,S,WMT,28500,.355000,31.360000,10086.140000,16/04/2007,Confirmed
24479339,Unk-24479339,11/04/2007,S,AGM,11500,.845000,29.950000,9687.550000,16/04/2007,Confirmed
24476157,Unk-24476157,11/04/2007,B,GGY,48500,.205000,29.950000,9972.450000,16/04/2007,Confirmed
24475286,Unk-24475286,11/04/2007,B,AGM,11500,.845000,29.950000,9747.450000,16/04/2007,Confirmed
24468882,Unk-24468882,11/04/2007,B,GGY,46500,.215000,29.950000,10027.450000,16/04/2007,Confirmed
24462825,Unk-24462825,10/04/2007,S,CBH,18000,.560000,31.250000,10048.750000,13/04/2007,Confirmed
24457241,Unk-24457241,10/04/2007,S,APG,58000,.170000,29.950000,9830.050000,13/04/2007,Confirmed
24457045,Unk-24457045,10/04/2007,B,WMT,28500,.350000,29.950000,10004.950000,13/04/2007,Confirmed
24456225,Unk-24456225,10/04/2007,S,GGY,54000,.190000,31.800000,10228.200000,13/04/2007,Confirmed
24451545,Unk-24451545,10/04/2007,B,CBH,18000,.550000,29.950000,9929.950000,13/04/2007,Confirmed
24449415,Unk-24449415,10/04/2007,S,WMT,30000,.330000,29.950000,9870.050000,13/04/2007,Confirmed
24448760,Unk-24448760,10/04/2007,S,BLR,40000,.245000,29.950000,9770.050000,13/04/2007,Confirmed
24446782,Unk-24446782,10/04/2007,S,AGM,12000,.845000,31.430000,10108.570000,13/04/2007,Confirmed
24444479,Unk-24444479,10/04/2007,B,GDNO,13000,.755000,29.950000,9844.950000,13/04/2007,Confirmed
24442548,Unk-24442548,10/04/2007,B,BLR,40000,.245000,29.950000,9829.950000,13/04/2007,Confirmed
24440932,Unk-24440932,10/04/2007,B,WMT,30000,.325000,29.950000,9779.950000,13/04/2007,Confirmed
24437910,Unk-24437910,10/04/2007,B,AGM,12000,.800000,29.950000,9629.950000,13/04/2007,Confirmed
24434314,Unk-24434314,05/04/2007,S,DYL,19000,.485000,29.950000,9185.050000,12/04/2007,Confirmed
24432456,Unk-24432456,05/04/2007,B,GDNO,13500,.740000,29.950000,10019.950000,12/04/2007,Confirmed
24430758,Unk-24430758,05/04/2007,S,GDNO,30000,.693333,64.470000,20735.530000,12/04/2007,Confirmed
24401508,Unk-24401508,04/04/2007,B,WGP,46500,.215000,29.950000,10027.450000,11/04/2007,Confirmed
24395258,Unk-24395258,04/04/2007,B,DYL,19000,.510000,29.950000,9719.950000,11/04/2007,Confirmed
24392032,Unk-24392032,03/04/2007,B,GGY,54000,.185000,29.950000,10019.950000,10/04/2007,Confirmed
24381644,Unk-24381644,03/04/2007,S,DYL,21500,.485000,32.320000,10395.180000,10/04/2007,Confirmed
24380898,Unk-24380898,03/04/2007,B,GDNO,14000,.680000,29.950000,9549.950000,10/04/2007,Confirmed
24378143,Unk-24378143,03/04/2007,S,GGY,60000,.180000,33.470000,10766.530000,10/04/2007,Confirmed
24370127,Unk-24370127,02/04/2007,S,CBH,19000,.505000,29.950000,9565.050000,05/04/2007,Confirmed
24368212,Unk-24368212,02/04/2007,B,DYL,21500,.460000,29.950000,9919.950000,05/04/2007,Confirmed
24359661,Unk-24359661,02/04/2007,B,GDNO,16000,.620000,29.950000,9949.950000,05/04/2007,Confirmed
24358355,Unk-24358355,02/04/2007,S,AGS,4300,2.310000,29.950000,9903.050000,05/04/2007,Confirmed
24357067,Unk-24357067,02/04/2007,B,JMS,38000,.260000,29.950000,9909.950000,05/04/2007,Confirmed
24355461,Unk-24355461,02/04/2007,B,AGS,4300,2.320000,29.950000,10005.950000,05/04/2007,Confirmed
24348476,Unk-24348476,30/03/2007,S,AGS,4800,2.050000,29.950000,9810.050000,04/04/2007,Confirmed
24334414,Unk-24334414,30/03/2007,B,CBH,19000,.520000,29.950000,9909.950000,04/04/2007,Confirmed
24330290,Unk-24330290,30/03/2007,B,GGY,60000,.160000,29.950000,9629.950000,04/04/2007,Confirmed
24323795,Unk-24323795,29/03/2007,S,ADI,15000,.643542,29.950000,9623.180000,03/04/2007,Confirmed
24319262,Unk-24319262,29/03/2007,S,GGY,64000,.155000,29.950000,9890.050000,03/04/2007,Confirmed
24316913,Unk-24316913,29/03/2007,B,GGY,64000,.150000,29.950000,9629.950000,03/04/2007,Confirmed
24316313,Unk-24316313,29/03/2007,B,GSEO,100000,.094000,29.950000,9429.950000,03/04/2007,Confirmed
24312520,Unk-24312520,29/03/2007,S,DYL,49000,.395000,59.990000,19295.010000,03/04/2007,Confirmed
24305885,Unk-24305885,28/03/2007,B,APG,58000,.170000,29.950000,9889.950000,02/04/2007,Confirmed
24303046,Unk-24303046,28/03/2007,S,GGY,71000,.140000,29.950000,9910.050000,02/04/2007,Confirmed
24303039,Unk-24303039,28/03/2007,B,DYL,24500,.400000,29.950000,9829.950000,02/04/2007,Confirmed
24299707,Unk-24299707,28/03/2007,B,ADI,15000,.655000,29.950000,9854.950000,02/04/2007,Confirmed
24299690,Unk-24299690,28/03/2007,S,GDNO,20000,.520700,32.290000,10381.710000,02/04/2007,Confirmed
24296720,Unk-24296720,28/03/2007,B,GDNO,20000,.495000,29.950000,9929.950000,02/04/2007,Confirmed
24293470,Unk-24293470,28/03/2007,B,GGY,71000,.140000,29.950000,9969.950000,02/04/2007,Confirmed
24292949,Unk-24292949,28/03/2007,S,APG,66000,.155000,31.710000,10198.290000,02/04/2007,Confirmed
24290658,Unk-24290658,28/03/2007,B,DYL,24500,.405000,29.950000,9952.450000,02/04/2007,Confirmed
24282620,Unk-24282620,27/03/2007,S,GGY,90000,.120000,33.470000,10766.530000,30/03/2007,Confirmed
24282486,Unk-24282486,27/03/2007,B,APG,66000,.150000,29.950000,9929.950000,30/03/2007,Confirmed
24280428,Unk-24280428,27/03/2007,B,GGY,90000,.110000,29.950000,9929.950000,30/03/2007,Confirmed
24279148,Unk-24279148,27/03/2007,S,AGM,13000,.755000,29.950000,9785.050000,30/03/2007,Confirmed
24276181,Unk-24276181,27/03/2007,B,AGM,13000,.755000,29.950000,9844.950000,30/03/2007,Confirmed
24272084,Unk-24272084,27/03/2007,S,AGS,4800,2.080000,29.950000,9954.050000,30/03/2007,Confirmed
24270806,Unk-24270806,27/03/2007,S,WMT,36000,.265000,29.950000,9510.050000,30/03/2007,Confirmed
24265347,Unk-24265347,26/03/2007,S,APG,133000,.155000,63.900000,20551.100000,29/03/2007,Confirmed
24260524,Unk-24260524,26/03/2007,B,AGS,5100,1.960000,29.950000,10025.950000,29/03/2007,Confirmed
